institution,type,doi,photo_article_title,photo_journal_title,photo_journal_volume,photo_journal_issue,photo_journal_year,photo_journal_inclusive_pages,photo_article_author,transaction_status,transaction_date,issn,base_fee,lending_library,reason_for_cancellation,call_number,location,maxcost,document_type,system_id,ifm_cost,copyright_payment_method,ccc_number,copyright_comp,article_title,journal_title,volume,issue,year,pages,article_author,x_1,cited_in,creation_date,photo_item_publisher,notes_on_access,notes,randon_number_generator,journal_volume,journal_issue,journal_year,journal_inclusive_pages,status,doi_input,doi_present,oabutton_query,oabutton_queryname,oabutton_match,oabutton_url,oabutton_type,oabutton_source,oabutton_title,oabutton_oa_result
UP,borrow,10.1177/0270467610373822,NA,NA,NA,NA,NA,NA,NA,NA,42590.17939158565,0270-4676,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frankenstein as Science Fiction and Fact.,"Bulletin of Science, Technology & Society",30,4,2010,298-,"van der Laan, J. M.",NA,EBSCO:Education Source:53454274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1177/0270467610373822,1,10.1177/0270467610373822,doi,https://doi.org/10.1177/0270467610373822,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42717.20744849537,1088-0224,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Improving Treatment of Opioid Addiction and Preventing Abuse.,The American journal of managed care.,NA,NA,2016,SP388-,NA,NA,EBSCO:CINAHL Plus with Full Text:117140877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.ajmc.com/conferences/amcp2016/improving-treatment-of-opioid-addiction-and-preventing-abuse,0,Improving Treatment of Opioid Addiction and Preventing Abuse.,title,TITLE:Improving Treatment of Opioid Addiction and Preventing Abuse.,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42836.20193946759,0035-9106,NA,CFI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Battle of Ocha and the Burial Place of Niall of the Nine Hostages,The journal of the Royal Society of Antiquaries of Ireland.,16,1,1926,29-42,Royal Society of Antiquaries of Ireland.,NA,jstor:jstor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.jstor.org/stable/25513387,0,The Battle of Ocha and the Burial Place of Niall of the Nine Hostages,title,TITLE:The Battle of Ocha and the Burial Place of Niall of the Nine Hostages,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1177/1754337112436901,NA,NA,NA,NA,NA,NA,NA,NA,42689.19275451389,1754-3371,NA,TFW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comparison between Hybrid III and Hodgson-WSU headforms by linear and angular dynamic impact response,"Proceedings of the Institution of Mechanical Engineers. Part P, Journal of sports engineering and technology.",226,3,2012,260-265,"Kendall, M",NA,EI:Compendex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1177/1754337112436901,1,10.1177/1754337112436901,doi,https://doi.org/10.1177/1754337112436901,NA,NA,NA,NA,oa_not_found
UP,borrow,10.4037/aacnacc2016267,NA,NA,NA,NA,NA,NA,NA,NA,42820.17449540509,1559-7768,NA,III,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical Inquiry. Blending Quality Improvement and Research Methods for Implementation Science, Part III: Analysis of the Effectiveness of Implementation.",AACN advanced critical care.,27,1,2016,103-,NA,NA,EBSCO:CINAHL Plus with Full Text:113683035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4037/aacnacc2016267,1,10.4037/aacnacc2016267,doi,https://doi.org/10.4037/aacnacc2016267,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42590.179395486106,1076-7223,NA,WS7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Degrees of success. Welcome to the real world: surviving the transition from nursing school to your first job as an RN can make the difference between a successful career and early burnout -- especially for new minority and male nurses.,Minority nurse.,NA,NA,2003,55-,NA,NA,EBSCO:CINAHL Plus with Full Text:106827089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,Degrees of success. Welcome to the real world: surviving the transition from nursing school to your first job as an RN can make the difference between a successful career and early burnout -- especially for new minority and male nurses.,title,TITLE:Degrees of success. Welcome to the real world: surviving the transition from nursing school to your first job as an RN can make the difference between a successful career and early burnout -- especially for new minority and male nurses.,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.ecoleng.2011.02.004,NA,NA,NA,NA,NA,NA,NA,NA,42912.2059070949,0925-8574,NA,WSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effect of a modular extensive green roof on stormwater runoff and water quality,Ecological engineering.,37,6,2011,963-969,"Gregoire, Bruce G.",NA,primo.exlibrisgroup.com-gale_ofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ecoleng.2011.02.004,1,10.1016/j.ecoleng.2011.02.004,doi,https://doi.org/10.1016/j.ecoleng.2011.02.004,https://polipapers.upv.es/index.php/IA/article/view/6939,article,base,NA,oa_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42626.184479166666,0034-818X,NA,VMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Psychology of Cultural Disintegration in Cela's La familia de Pascual Duarte,Revista de estudios hispánicos.,16,3,1982,361-,NA,NA,EBSCO:MLA International Bibliography:1982035472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,The Psychology of Cultural Disintegration in Cela's La familia de Pascual Duarte,title,TITLE:The Psychology of Cultural Disintegration in Cela's La familia de Pascual Duarte,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.jmbbm.2011.04.005,NA,NA,NA,NA,NA,NA,NA,NA,42725.449895833335,1878-0180,NA,rge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PVA hydrogel properties for biomedical application.,Journal of the mechanical behavior of biomedical materials.,4,7,2011,1228-1233,"Jiang, Shan",NA,www.isinet.com:WoK:UA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.jmbbm.2011.04.005,1,10.1016/j.jmbbm.2011.04.005,doi,https://doi.org/10.1016/j.jmbbm.2011.04.005,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/0031-9422(90)85212-X,NA,NA,NA,NA,NA,NA,NA,NA,42598.40091435185,0031-9422,NA,OIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C-prenylated isoflavones from Millettia ferruginea,Phytochemistry.,29,8,1990,2679-,NA,NA,Elsevier:SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0031-9422(90)85212-X,1,10.1016/0031-9422(90)85212-X,doi,https://doi.org/10.1016/0031-9422(90)85212-X,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1002/mds.26234,NA,NA,NA,NA,NA,NA,NA,NA,42628.5083912037,0885-3185,NA,OPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prediagnostic presentation of Parkinson's disease in primary care: A case-control study.,Movement disorders.,30,6,2015,787-,NA,NA,EBSCO:CINAHL Plus with Full Text:109787686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1002/mds.26234,1,10.1002/mds.26234,doi,https://doi.org/10.1002/mds.26234,NA,NA,NA,NA,oa_not_found
UP,borrow,10.2307/1310728,NA,NA,NA,NA,NA,NA,NA,NA,42673.20166403935,0006-3568,NA,SOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANIMALS AND RESEARCH.,BioScience.,38,5,1988,308-,NA,NA,EBSCO:GreenFILE:10110691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2307/1310728,1,10.2307/1310728,doi,https://doi.org/10.2307/1310728,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42744.19645181713,NA,NA,NLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An account of the Asylum for the Insane established by the Society of Friends near Frankford in the vicinity of Philadelphia,Philadelphia Journal for the Medical and Physical Sciences,NA,NA,1825,NA,NA,NA,FirstSearch:WorldCat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://archive.org/stream/68141100R.nlm.nih.gov/68141100R_djvu.txt,0,An account of the Asylum for the Insane established by the Society of Friends near Frankford in the vicinity of Philadelphia,title,TITLE:An account of the Asylum for the Insane established by the Society of Friends near Frankford in the vicinity of Philadelphia,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42821.18156423611,0090-7421,NA,OPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrating evidence-based decision making into allied health curricula.,Journal of allied health.,30,4,2001,215-,NA,NA,EBSCO:CINAHL Plus with Full Text:106930289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,Integrating evidence-based decision making into allied health curricula.,title,TITLE:Integrating evidence-based decision making into allied health curricula.,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42828.89328703703,0318-1006,NA,OHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eight- and twelve-hour shifts and well-being among hospital nurses.,Nursing papers. Perspectives en nursing.,19,1,1987,31-,NA,NA,EBSCO:CINAHL Plus with Full Text:107545431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,Eight- and twelve-hour shifts and well-being among hospital nurses.,title,TITLE:Eight- and twelve-hour shifts and well-being among hospital nurses.,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42857.17323692129,0883-3095,NA,EYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teaching Mother/Fetus Communication: A Workshop on how to Teach Pregnant Mothers to Communicate with Their Unborn Children,Pre- and peri-natal psychology journal : official journal of the Pre and Peri-natal Psychology Association of North America (PPPANA).,3,2,1988,77-86,"Riley, Clara",NA,primo.exlibrisgroup.com-proquest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,Teaching Mother/Fetus Communication: A Workshop on how to Teach Pregnant Mothers to Communicate with Their Unborn Children,title,TITLE:Teaching Mother/Fetus Communication: A Workshop on how to Teach Pregnant Mothers to Communicate with Their Unborn Children,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42829.17527908565,1021-545X,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosecuting animals in Medieval Europe : possible explanations,Fundamina : A Journal of Legal History,NA,10,2004,159-179,NA,NA,FirstSearch:WorldCat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://hdl.handle.net/10520/AJA1021545X_72,0,Prosecuting animals in Medieval Europe : possible explanations,title,TITLE:Prosecuting animals in Medieval Europe : possible explanations,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.amjopharm.2010.05.005,NA,NA,NA,NA,NA,NA,NA,NA,42584.20736010416,1543-5946,NA,CDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Repeat medication errors in nursing homes: Contributing factors and their association with patient harm.,The American journal of geriatric pharmacotherapy.,8,3,2010,258-,NA,NA,EBSCO:CINAHL Plus with Full Text:105061320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.amjopharm.2010.05.005,1,10.1016/j.amjopharm.2010.05.005,doi,https://doi.org/10.1016/j.amjopharm.2010.05.005,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.aca.2015.12.040,NA,NA,NA,NA,NA,NA,NA,NA,42803.18721689815,0003-2670,NA,OOJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Molecular structure and thermodynamic predictions to create highly sensitive microRNA biosensors,Analytica chimica acta.,909,NA,2016,109-,NA,NA,Elsevier:SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.aca.2015.12.040,1,10.1016/j.aca.2015.12.040,doi,https://doi.org/10.1016/j.aca.2015.12.040,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1108/ER-04-2015-0072,NA,NA,NA,NA,NA,NA,NA,NA,42697.20129297453,0142-5455,NA,LRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social media dilemmas in the employment context.,Employee relations.,38,3,2016,420-,NA,NA,EBSCO:Business Source Premier:113847621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1108/ER-04-2015-0072,1,10.1108/ER-04-2015-0072,doi,https://doi.org/10.1108/ER-04-2015-0072,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1007/s11430-016-5073-0,NA,NA,NA,NA,NA,NA,NA,NA,42688.178770949075,1674-7313,NA,NTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate change and global cycling of persistent organic pollutants: A critical review.,Science China. Earth sciences.,59,10,2016,1899-,NA,NA,EBSCO:Academic Search Premier:118248792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s11430-016-5073-0,1,10.1007/s11430-016-5073-0,doi,https://doi.org/10.1007/s11430-016-5073-0,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1080/07448481.1992.9936279,NA,NA,NA,NA,NA,NA,NA,NA,42676.17659170138,0744-8481,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,College men as perpetrators of acquaintance rape and sexual assault: a review of recent research,Journal of American college health,40,Jan 92,1992,175-181,"Berkowitz, A",NA,primo.exlibrisgroup.com-proquest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/07448481.1992.9936279,1,10.1080/07448481.1992.9936279,doi,https://doi.org/10.1080/07448481.1992.9936279,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/S0272-6386(89)80068-X,NA,NA,NA,NA,NA,NA,NA,NA,42820.1744945949,0272-6386,NA,UAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Is Gender a Determinant for Evolution of Renal Failure? A Study in Autosomal Dominant Polycystic Kidney Disease,American journal of kidney diseases : the official journal of the National Kidney Foundation.,14,3,1989,178-,NA,NA,Elsevier:SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/S0272-6386(89)80068-X,1,10.1016/S0272-6386(89)80068-X,doi,https://doi.org/10.1016/S0272-6386(89)80068-X,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.pubrev.2010.11.001,NA,NA,NA,NA,NA,NA,NA,NA,42876.2089474537,0363-8111,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Who are the social media influencers? A study of public perceptions of personality,Public relations review.,37,1,2011,90-,NA,NA,EBSCO:Communication Source:58095729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.pubrev.2010.11.001,1,10.1016/j.pubrev.2010.11.001,doi,https://doi.org/10.1016/j.pubrev.2010.11.001,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42766.19446655092,2284-0729,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miR-760 mediates chemoresistance through inhibition of epithelial mesenchymal transition in breast cancer cells.,Rivista europea per le scienze mediche e farmacologiche = European review for medical and pharmacological sciences.,20,23,2016,5002-5008,"Hu, S-H",NA,Entrez:PubMed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.europeanreview.org/wp/wp-content/uploads/5002-5008-miR-760-mediates-chemoresistance-through-inhibition-of-EMT-in-breast-cancer-cells.pdf,0,miR-760 mediates chemoresistance through inhibition of epithelial mesenchymal transition in breast cancer cells.,title,TITLE:miR-760 mediates chemoresistance through inhibition of epithelial mesenchymal transition in breast cancer cells.,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1111/j.1751-9004.2008.00099.x,NA,NA,NA,NA,NA,NA,NA,NA,42808.19109560185,1751-9004,NA,OHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Why Do People Join Groups? Three Motivational Accounts from Social Psychology,Social and personality psychology compass.,2,3,2008,1269-1280,"Hogg, Michael A",NA,google,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1751-9004.2008.00099.x,1,10.1111/j.1751-9004.2008.00099.x,doi,https://doi.org/10.1111/j.1751-9004.2008.00099.x,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42870.174268634255,0190-2911,NA,ORU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,'It's Not Polite to Talk about Yourself': Regional Identity and Erasure in the Midwest from F. Scott Fitzgerald to Mad Men,Midamerica.,41,NA,2014,39-61,NA,NA,EBSCO:MLA International Bibliography:2015384024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,'It's Not Polite to Talk about Yourself': Regional Identity and Erasure in the Midwest from F. Scott Fitzgerald to Mad Men,title,TITLE:'It's Not Polite to Talk about Yourself': Regional Identity and Erasure in the Midwest from F. Scott Fitzgerald to Mad Men,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.teln.2015.08.002,NA,NA,NA,NA,NA,NA,NA,NA,42681.19305787037,1557-3087,NA,OOJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evaluation of a concept-based curriculum: A tool and process.,Teaching and learning in nursing.,10,4,2015,169-,NA,NA,EBSCO:CINAHL Plus with Full Text:110472496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.teln.2015.08.002,1,10.1016/j.teln.2015.08.002,doi,https://doi.org/10.1016/j.teln.2015.08.002,NA,NA,NA,NA,oa_not_found
UP,borrow,10.12968/hosp.2002.63.12.1902,NA,NA,NA,NA,NA,NA,NA,NA,42671.19360332176,1462-3935,NA,UAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Foxglove poisoning.,Hospital medicine.,63,12,2002,758-759,"Jowett, Nigel I",NA,www.isinet.com:WoK:UA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.12968/hosp.2002.63.12.1902,1,10.12968/hosp.2002.63.12.1902,doi,https://doi.org/10.12968/hosp.2002.63.12.1902,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1017/S1366728915000280,NA,NA,NA,NA,NA,NA,NA,NA,42667.1946871875,1366-7289,NA,EAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second language learning success revealed by brain networks.,Bilingualism : language and cognition.,19,4,2016,657-,NA,NA,EBSCO:Education Source:117087682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1017/S1366728915000280,1,10.1017/S1366728915000280,doi,https://doi.org/10.1017/S1366728915000280,https://www.cambridge.org/core/journals/bilingualism-language-and-cognition/article/second-language-learning-success-revealed-by-brain-networks/8FA68FD10B5C95CE04EA1F6B7965A1DE,article,oadoi,NA,oa_found
UP,borrow,10.1123/ijsnem.16.4.420,NA,NA,NA,NA,NA,NA,NA,NA,42813.208828124996,1526-484X,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protein Added to a Sports Drink Improves Fluid Retention,International Journal of Sport Nutrition and Exercise Metabolism,16,4,2006,420-429,"Seifert, John",NA,CAS:CAPLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1123/ijsnem.16.4.420,1,10.1123/ijsnem.16.4.420,doi,https://doi.org/10.1123/ijsnem.16.4.420,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42733.18343822916,0889-6143,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freud in the Writing Center: The Psychoanalytics of Tutoring Well.,The Writing center journal.,10,1,1989,13-,NA,NA,EBSCO:ERIC:EJ402161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.jstor.org/stable/43444112,0,Freud in the Writing Center: The Psychoanalytics of Tutoring Well.,title,TITLE:Freud in the Writing Center: The Psychoanalytics of Tutoring Well.,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.ypmed.2015.08.011,NA,NA,NA,NA,NA,NA,NA,NA,42817.19243903935,0091-7435,NA,IUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exercise facilitates smoking cessation indirectly via improvements in smoking-specific self-efficacy: Prospective cohort study among a national sample of young smokers.,Preventive medicine.,81,NA,2015,63-,NA,NA,EBSCO:CINAHL Plus with Full Text:111343992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ypmed.2015.08.011,1,10.1016/j.ypmed.2015.08.011,doi,https://doi.org/10.1016/j.ypmed.2015.08.011,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1002/rnj.116,NA,NA,NA,NA,NA,NA,NA,NA,42806.19014652778,0278-4807,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effects of vibration therapy on hormone response and stress in severely disabled patients: a double-blind randomized placebo-controlled clinical trial.,Rehabilitation nursing.,40,3,2015,166-,NA,NA,EBSCO:MEDLINE:23922258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1002/rnj.116,1,10.1002/rnj.116,doi,https://doi.org/10.1002/rnj.116,NA,NA,NA,NA,oa_not_found
UP,borrow,10.3109/09638288.2016.1161839,NA,NA,NA,NA,NA,NA,NA,NA,42676.17659128472,0963-8288,NA,OPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Does cultural and linguistic diversity affect health-related outcomes for people with stroke at discharge from hospital?,Disability and rehabilitation.,NA,Epub ahead of print,2016,1-,NA,NA,EBSCO:MEDLINE:27043166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3109/09638288.2016.1161839,1,10.3109/09638288.2016.1161839,doi,https://doi.org/10.3109/09638288.2016.1161839,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.physbeh.2015.07.020,NA,NA,NA,NA,NA,NA,NA,NA,42666.18069907407,1873-507X,NA,RGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exhaustion-related changes in cardiovascular and cortisol reactivity to acute psychosocial stress.,Physiology & behavior,151,NA,2015,327-,NA,NA,EBSCO:MEDLINE:26210042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.physbeh.2015.07.020,1,10.1016/j.physbeh.2015.07.020,doi,https://doi.org/10.1016/j.physbeh.2015.07.020,https://linkinghub.elsevier.com/retrieve/pii/S0031938415300342,article,oadoi,NA,oa_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42858.188354247686,0883-3095,NA,CSO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abortion Trauma: Application of a Conflict Model,Pre- and peri-natal psychology journal : official journal of the Pre and Peri-natal Psychology Association of North America (PPPANA).,8,1,1993,33-42,"Erikson, Robert",NA,primo.exlibrisgroup.com-proquest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no doi,0,Abortion Trauma: Application of a Conflict Model,title,TITLE:Abortion Trauma: Application of a Conflict Model,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/j.beproc.2011.06.009,NA,NA,NA,NA,NA,NA,NA,NA,42687.192559143514,0376-6357,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auditory stimulation dishabituates anti-predator escape behavior in hermit crabs (Coenobita clypeatus,Behavioural processes.,88,1,2011,7-,NA,NA,Elsevier:SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.beproc.2011.06.009,1,10.1016/j.beproc.2011.06.009,doi,https://doi.org/10.1016/j.beproc.2011.06.009,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42871.175421527776,NA,NA,UMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turning down the volume: alarm management initiative increases patient safety and relieves alarm fatigue.,Johns Hopkins nursing.,9,3,2011,39-,NA,NA,EBSCO:CINAHL Plus with Full Text:108217939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://magazine.nursing.jhu.edu/2011/12/turning-down-the-volume-2/,0,Turning down the volume: alarm management initiative increases patient safety and relieves alarm fatigue.,title,TITLE:Turning down the volume: alarm management initiative increases patient safety and relieves alarm fatigue.,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/0091-3057(84)90199-0,NA,NA,NA,NA,NA,NA,NA,NA,42750.18818167824,0091-3057,NA,ORZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The effect of second-order schedule history on fixed-ratio performance maintained by orally-delivered phencyclidine in rhesus monkeys.,"Pharmacology, biochemistry and behavior.",20,5,1984,779-787,"Carroll, M E",NA,primo.exlibrisgroup.com-medline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0091-3057(84)90199-0,1,10.1016/0091-3057(84)90199-0,doi,https://doi.org/10.1016/0091-3057(84)90199-0,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/0022-5096(78)90005-4,NA,NA,NA,NA,NA,NA,NA,NA,42597.18680934027,0022-5096,NA,FWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The oblique compression of two elastic spheres,Journal of the mechanics and physics of solids.,26,3,1978,139 - 150,Walton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0022-5096(78)90005-4,1,10.1016/0022-5096(78)90005-4,doi,https://doi.org/10.1016/0022-5096(78)90005-4,https://dml.cz/handle/10338.dmlcz/134376,article,base,NA,oa_found
UP,borrow,10.1176/ajp.131.3.287,NA,NA,NA,NA,NA,NA,NA,NA,42598.194655057865,NA,NA,OPV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Time-limited sensitivity groups for medical students,The American journal of psychiatry.,131,NA,1974,287-292,"Dashef, SS, Espey, WM, Lazarus, JA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1176/ajp.131.3.287,1,10.1176/ajp.131.3.287,doi,https://doi.org/10.1176/ajp.131.3.287,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42557.19319880787,0002-838X,NA,web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Care of the college student.,American Family Physician,88,9,2013,596-,NA,NA,EBSCO:CINAHL Plus with Full Text:103995955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.aafp.org/afp/2013/1101/p596.html,0,Care of the college student.,title,TITLE:Care of the college student.,NA,NA,NA,NA,oa_not_found
UP,borrow,10.1016/0003-2697(76)90067-1,NA,NA,NA,NA,NA,NA,NA,NA,42693.178396145835,0003-2697,NA,ORZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An improved staining procedure for the detection of the peroxidase activity of cytochrome P-450 on sodium dodecyl sulfate polyacrylamide gels.,Analytical biochemistry.,75,1,1976,168-176,"Thomas, P E",NA,www.isinet.com:WoK:UA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0003-2697(76)90067-1,1,10.1016/0003-2697(76)90067-1,doi,https://doi.org/10.1016/0003-2697(76)90067-1,NA,NA,NA,NA,oa_not_found
UP,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42837.20969456018,NA,NA,WSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Going deep to harness wave power: Carnegie's CETO systems,"Progressive digital media oil & gas, mining, power, CleanTech and renewable energy news.",NA,NA,2016,-,NA,NA,primo.exlibrisgroup.com-proquest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.power-technology.com/features/featuregoing-deep-to-harness-wave-power-carnegies-ceto-systems-4855445/,0,Going deep to harness wave power: Carnegie's CETO systems,title,TITLE:Going deep to harness wave power: Carnegie's CETO systems,NA,NA,NA,NA,oa_not_found
